[2020-04-18T01:40:56.563Z] | info | EstadoSituacion (EstadoOrigenX) is not associated to EAFTA_PERMISO_ESTADO!
[18-04-2020 20:16:34] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'MHARO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:16:34] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (9, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12)
[18-04-2020 20:16:43] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:16:44] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (1, 2, 3, 4, 5, 13)
[18-04-2020 20:17:14] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:17:14] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (1, 2, 3, 4, 5, 13)
[18-04-2020 20:17:23] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:19:01] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:19:01] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (1, 2, 3, 4, 5, 13)
[18-04-2020 20:19:13] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:19:24] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:19:24] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (1, 2, 3, 4, 5, 13)
[18-04-2020 20:23:44] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'MHARO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:24:39] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:24:42] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
[18-04-2020 20:24:43] | info | Executing (default): SELECT "Acta"."ACTA_ID" "id", "Acta"."FECHA_ACTA" "fechaActa", "Acta"."NUMERO_ACTA" "numeroActa", "Acta"."COMENTARIOS" "comentarios", "Acta"."ESTADO_INICIAL" "estadoInicialId", "Acta"."ESTADO_FINAL" "estadoFinalId", "Acta"."USUARIO_INGRESA" "usuarioIngresa", "Acta"."USUARIO_SUPERVISA" "usuarioSupervisa", "Acta"."USUARIO_APRUEBA" "usuarioAprueba", "Acta"."FECHA_INGRESA" "fechaIngresa", "Acta"."FECHA_APRUEBA" "fechaAprueba", "Acta"."ESTADO" "estado", "Acta"."NUMERO_ACTIVOS" "numeroActivos", "Acta"."TOTAL_VALOR" "totalValor", "EstadoInicial"."ID_ESTADO_SITUACION" "EstadoInicial.id", "EstadoInicial"."DESCRIPCION" "EstadoInicial.descripcion", "EstadoInicial"."GESTION" "EstadoInicial.gestion", "EstadoInicial"."ESTADO" "EstadoInicial.estado", "EstadoFinal"."ID_ESTADO_SITUACION" "EstadoFinal.id", "EstadoFinal"."DESCRIPCION" "EstadoFinal.descripcion", "EstadoFinal"."GESTION" "EstadoFinal.gestion", "EstadoFinal"."ESTADO" "EstadoFinal.estado" FROM "EAFTA_ACTA" "Acta" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoInicial" ON "Acta"."ESTADO_INICIAL" = "EstadoInicial"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoFinal" ON "Acta"."ESTADO_FINAL" = "EstadoFinal"."ID_ESTADO_SITUACION" WHERE "Acta"."ESTADO_INICIAL" IN (1, 2, 3, 4, 5, 13)
[18-04-2020 20:24:58] | info | Executing (default): SELECT "EAFTA_PERMISO_ESTADO"."ID_USUARIO" "usuario", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" "estadoOrigenId", "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" "estadoDestinoId", "EstadoOrigen"."ID_ESTADO_SITUACION" "EstadoOrigen.id", "EstadoOrigen"."DESCRIPCION" "EstadoOrigen.descripcion", "EstadoOrigen"."GESTION" "EstadoOrigen.gestion", "EstadoOrigen"."ESTADO" "EstadoOrigen.estado", "EstadoDestino"."ID_ESTADO_SITUACION" "EstadoDestino.id", "EstadoDestino"."DESCRIPCION" "EstadoDestino.descripcion", "EstadoDestino"."GESTION" "EstadoDestino.gestion", "EstadoDestino"."ESTADO" "EstadoDestino.estado" FROM "EAFTA_PERMISO_ESTADO" "EAFTA_PERMISO_ESTADO" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoOrigen" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EstadoOrigen"."ID_ESTADO_SITUACION" LEFT OUTER JOIN "EAFTA_ESTADO_SITUACION" "EstadoDestino" ON "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO" = "EstadoDestino"."ID_ESTADO_SITUACION" WHERE ("EAFTA_PERMISO_ESTADO"."ID_USUARIO" = 'ACARABAJO' AND "EAFTA_PERMISO_ESTADO"."ID_ESTADO_ORIGEN" = "EAFTA_PERMISO_ESTADO"."ID_ESTADO_DESTINO")
